category,sub_category,packaging_material,strength,biodegradability_score,co2_emission_score,recyclability_percent,weight_capacity_kg
Safety Equipment,Goggles,Hemp Textile,high,97,12,3,12.19
Safety Equipment,Goggles,PET,medium,15,85,72,73.4
Safety Equipment,Earplugs,Nylon (PA),high,0,82,33,44.22
Safety Equipment,Earplugs,Tyvek (HDPE),high,0,87,97,20.23
Safety Equipment,Earplugs,PP,medium,8,80,53,46.36
Safety Equipment,Earplugs,Polycarbonate (PC),high,1,93,17,15.93
Safety Equipment,Earplugs,Corrugated Cardboard,high,85,42,93,19.66
Safety Equipment,Earplugs,Polyhydroxyalkanoates (PHB),high,97,31,0,47.54
Safety Equipment,Earplugs,ABS Plastic,high,2,91,16,2.78
Safety Equipment,Earplugs,Bio-PE(Green Plastic),high,5,91,91,46.91
Safety Equipment,Earplugs,Hemp Textile,high,93,18,0,7.78
Safety Equipment,Earplugs,PET,medium,17,84,76,56.6
Safety Equipment,Respirators,Nylon (PA),high,0,83,27,51.26
Safety Equipment,Respirators,Tyvek (HDPE),high,2,89,100,64.61
Safety Equipment,Respirators,PP,medium,12,78,52,1.27
Safety Equipment,Respirators,Polycarbonate (PC),high,0,90,23,15.14
Safety Equipment,Respirators,Corrugated Cardboard,high,82,43,90,9.34
Safety Equipment,Respirators,Polyhydroxyalkanoates (PHB),high,100,32,0,9.03
Safety Equipment,Respirators,ABS Plastic,high,0,96,18,41.55
Safety Equipment,Respirators,Bio-PE(Green Plastic),high,0,89,94,68.64
Safety Equipment,Respirators,Hemp Textile,high,96,15,1,46.91
Safety Equipment,Respirators,PET,medium,17,85,73,38.99
Safety Equipment,Gloves,Nylon (PA),high,0,85,30,36.07
Safety Equipment,Gloves,Tyvek (HDPE),high,3,93,100,21.09
Safety Equipment,Gloves,PP,medium,10,80,51,19.4
Safety Equipment,Gloves,Polycarbonate (PC),high,2,89,17,9.92
Safety Equipment,Gloves,Corrugated Cardboard,high,84,40,91,46.25
Safety Equipment,Gloves,Polyhydroxyalkanoates (PHB),high,100,31,2,68.67
Safety Equipment,Gloves,ABS Plastic,high,3,91,15,30.4
Safety Equipment,Gloves,Bio-PE(Green Plastic),high,0,90,89,38.96
Safety Equipment,Gloves,Hemp Textile,high,94,12,0,35.72
Safety Equipment,Gloves,PET,medium,17,88,74,4.96
Safety Equipment,First Aid Kits,Nylon (PA),high,0,88,28,35.25
Safety Equipment,First Aid Kits,Tyvek (HDPE),high,2,88,99,30.88
Safety Equipment,First Aid Kits,PP,medium,8,80,47,28.26
Safety Equipment,First Aid Kits,Polycarbonate (PC),high,3,90,19,63.7
Safety Equipment,First Aid Kits,Corrugated Cardboard,high,85,43,87,10.3
Safety Equipment,First Aid Kits,Polyhydroxyalkanoates (PHB),high,98,33,0,1.49
Safety Equipment,First Aid Kits,ABS Plastic,high,0,95,14,55.8
Safety Equipment,First Aid Kits,Bio-PE(Green Plastic),high,3,89,91,15.19
Safety Equipment,First Aid Kits,Hemp Textile,high,94,13,0,44.88
Safety Equipment,First Aid Kits,PET,medium,15,84,73,32.11
Safety Equipment,Cones,Nylon (PA),high,0,82,29,48.38
Safety Equipment,Cones,Tyvek (HDPE),high,3,91,100,37.94
Safety Equipment,Cones,PP,medium,7,82,53,8.99
Safety Equipment,Cones,Polycarbonate (PC),high,0,92,21,73.24
Safety Equipment,Cones,Corrugated Cardboard,high,86,42,91,23.7
Safety Equipment,Cones,Polyhydroxyalkanoates (PHB),high,97,33,0,21.94
Safety Equipment,Cones,ABS Plastic,high,0,93,16,72.38
Safety Equipment,Cones,Bio-PE(Green Plastic),high,3,90,93,40.97
Safety Equipment,Cones,Hemp Textile,high,92,12,0,45.58
Safety Equipment,Cones,PET,medium,12,85,75,38.49
Safety Equipment,Harnesses,Nylon (PA),high,1,84,33,35.58
Safety Equipment,Harnesses,Tyvek (HDPE),high,2,90,100,6.38
Safety Equipment,Harnesses,PP,medium,11,78,47,1.37
Safety Equipment,Harnesses,Polycarbonate (PC),high,3,90,18,16.13
Safety Equipment,Harnesses,Corrugated Cardboard,high,85,39,90,54.49
Safety Equipment,Harnesses,Polyhydroxyalkanoates (PHB),high,97,35,0,12.09
Safety Equipment,Harnesses,ABS Plastic,high,1,93,16,62.94
Safety Equipment,Harnesses,Bio-PE(Green Plastic),high,0,86,93,19.04
Safety Equipment,Harnesses,Hemp Textile,high,96,15,0,69.19
Safety Equipment,Harnesses,PET,medium,12,83,78,44.13
Safety Equipment,Fire Extinguishers,Nylon (PA),high,2,87,29,16.06
Safety Equipment,Fire Extinguishers,Tyvek (HDPE),high,0,90,100,51.04
Safety Equipment,Fire Extinguishers,PP,medium,7,81,47,69.47
Safety Equipment,Fire Extinguishers,Polycarbonate (PC),high,0,89,20,35.38
Safety Equipment,Fire Extinguishers,Corrugated Cardboard,high,82,38,88,27.09
Safety Equipment,Fire Extinguishers,Polyhydroxyalkanoates (PHB),high,100,32,0,32.48
Safety Equipment,Fire Extinguishers,ABS Plastic,high,1,92,16,37.31
Safety Equipment,Fire Extinguishers,Bio-PE(Green Plastic),high,2,86,91,46.82
Safety Equipment,Fire Extinguishers,Hemp Textile,high,93,16,0,60.05
Safety Equipment,Fire Extinguishers,PET,medium,13,83,78,34.24
Luxury Goods,Luxury Perfumes,Porcelain (Fine),high,0,60,0,8.26
Luxury Goods,Luxury Perfumes,Glass,high,0,26,97,7.49
Luxury Goods,Luxury Perfumes,Recycled Aluminum,high,2,17,100,4.54
Luxury Goods,Luxury Perfumes,Veneer Wood Wrap,medium,100,14,0,23.81
Luxury Goods,Luxury Perfumes,Paperboard,medium,80,47,83,61.59
Luxury Goods,Luxury Perfumes,Organic Cotton,medium,100,30,0,26.99
Luxury Goods,Luxury Perfumes,Solid Bleached Sulfate (SBS),medium,82,57,88,55.41
Luxury Goods,Luxury Perfumes,Cork,low,99,8,0,27.66
Luxury Goods,Luxury Perfumes,Hardwood,high,98,23,1,54.34
Luxury Goods,Luxury Perfumes,Aluminum,high,3,57,90,0.43
Luxury Goods,Luxury Perfumes,Lead-Free Glass (Crystal),high,1,48,90,73.23
Luxury Goods,Silk Scarves,Porcelain (Fine),high,0,57,1,14.54
Luxury Goods,Silk Scarves,Glass,high,1,24,93,41.65
Luxury Goods,Silk Scarves,Recycled Aluminum,high,1,18,95,14.39
Luxury Goods,Silk Scarves,Veneer Wood Wrap,medium,100,13,0,19.11
Luxury Goods,Silk Scarves,Paperboard,medium,77,47,83,73.04
Luxury Goods,Silk Scarves,Organic Cotton,medium,98,28,0,17.53
Luxury Goods,Silk Scarves,Solid Bleached Sulfate (SBS),medium,83,55,86,21.83
Luxury Goods,Silk Scarves,Cork,low,100,3,1,6.77
Luxury Goods,Silk Scarves,Hardwood,high,98,24,3,11.11
Luxury Goods,Silk Scarves,Aluminum,high,2,56,92,31.34
Luxury Goods,Silk Scarves,Lead-Free Glass (Crystal),high,0,53,92,30.24
Luxury Goods,Luxury Pens,Porcelain (Fine),high,0,62,0,10.74
Luxury Goods,Luxury Pens,Glass,high,0,25,92,32.65
Luxury Goods,Luxury Pens,Recycled Aluminum,high,2,13,100,36.96
Luxury Goods,Luxury Pens,Veneer Wood Wrap,medium,100,9,3,21.42
Luxury Goods,Luxury Pens,Paperboard,medium,82,42,85,23.87
Luxury Goods,Luxury Pens,Organic Cotton,medium,100,32,2,28.33
Luxury Goods,Luxury Pens,Solid Bleached Sulfate (SBS),medium,82,57,85,55.64
Luxury Goods,Luxury Pens,Cork,low,100,4,3,58.33
Luxury Goods,Luxury Pens,Hardwood,high,97,22,2,28.58
Luxury Goods,Luxury Pens,Aluminum,high,2,58,92,25.44
Luxury Goods,Luxury Pens,Lead-Free Glass (Crystal),high,0,51,90,72.8
Luxury Goods,Wallets,Porcelain (Fine),high,2,57,3,34.91
Luxury Goods,Wallets,Glass,high,0,24,98,47.51
Luxury Goods,Wallets,Recycled Aluminum,high,0,16,98,61.07
Luxury Goods,Wallets,Veneer Wood Wrap,medium,100,10,0,64.15
Luxury Goods,Wallets,Paperboard,medium,78,47,82,26.05
Luxury Goods,Wallets,Organic Cotton,medium,100,29,2,10.79
Luxury Goods,Wallets,Solid Bleached Sulfate (SBS),medium,81,55,85,67
Luxury Goods,Wallets,Cork,low,100,8,0,60.72
Luxury Goods,Wallets,Hardwood,high,100,25,0,63.58
Luxury Goods,Wallets,Aluminum,high,4,55,87,48.61
Luxury Goods,Wallets,Lead-Free Glass (Crystal),high,0,52,90,45.69
Luxury Goods,Luxury Watches,Porcelain (Fine),high,0,59,0,72.98
Luxury Goods,Luxury Watches,Glass,high,3,23,98,42.63
Luxury Goods,Luxury Watches,Recycled Aluminum,high,0,13,100,64.89
Luxury Goods,Luxury Watches,Veneer Wood Wrap,medium,100,12,1,17.88
Luxury Goods,Luxury Watches,Paperboard,medium,80,45,85,61.94
Luxury Goods,Luxury Watches,Organic Cotton,medium,98,30,0,11.88
Luxury Goods,Luxury Watches,Solid Bleached Sulfate (SBS),medium,80,54,87,14.14
Luxury Goods,Luxury Watches,Cork,low,100,4,0,55.96
Luxury Goods,Luxury Watches,Hardwood,high,100,22,2,63.05
Luxury Goods,Luxury Watches,Aluminum,high,5,57,89,63.53
Luxury Goods,Luxury Watches,Lead-Free Glass (Crystal),high,0,51,90,11.54
Luxury Goods,Handbags,Porcelain (Fine),high,1,57,2,35.45
Luxury Goods,Handbags,Glass,high,0,27,97,55.04
Luxury Goods,Handbags,Recycled Aluminum,high,0,18,96,34.25
Luxury Goods,Handbags,Veneer Wood Wrap,medium,100,13,0,56.99
Luxury Goods,Handbags,Paperboard,medium,82,43,87,53.74
Luxury Goods,Handbags,Organic Cotton,medium,99,27,2,35.75
Luxury Goods,Handbags,Solid Bleached Sulfate (SBS),medium,77,57,83,45.05
Luxury Goods,Handbags,Cork,low,99,6,3,67.73
Luxury Goods,Handbags,Hardwood,high,100,23,0,20.29
Luxury Goods,Handbags,Aluminum,high,7,59,92,1.62
Luxury Goods,Handbags,Lead-Free Glass (Crystal),high,0,53,91,34.63
Luxury Goods,Cufflinks,Porcelain (Fine),high,1,57,3,39.06
Luxury Goods,Cufflinks,Glass,high,0,28,98,13.52
Luxury Goods,Cufflinks,Recycled Aluminum,high,3,14,96,32.76
Luxury Goods,Cufflinks,Veneer Wood Wrap,medium,100,15,2,60.46
Luxury Goods,Cufflinks,Paperboard,medium,79,47,84,34.69
Luxury Goods,Cufflinks,Organic Cotton,medium,98,27,2,3.85
Luxury Goods,Cufflinks,Solid Bleached Sulfate (SBS),medium,79,55,82,18.94
Luxury Goods,Cufflinks,Cork,low,99,8,1,31.16
Luxury Goods,Cufflinks,Hardwood,high,100,27,0,63.67
Luxury Goods,Cufflinks,Aluminum,high,3,56,90,47.11
Luxury Goods,Cufflinks,Lead-Free Glass (Crystal),high,0,48,88,2.02
Luxury Goods,Jewelry Boxes,Porcelain (Fine),high,0,60,1,53.35
Luxury Goods,Jewelry Boxes,Glass,high,0,28,93,39.69
Luxury Goods,Jewelry Boxes,Recycled Aluminum,high,1,17,100,2.73
Luxury Goods,Jewelry Boxes,Veneer Wood Wrap,medium,97,12,0,5.04
Luxury Goods,Jewelry Boxes,Paperboard,medium,77,48,88,59.74
Luxury Goods,Jewelry Boxes,Organic Cotton,medium,100,27,2,38.51
Luxury Goods,Jewelry Boxes,Solid Bleached Sulfate (SBS),medium,83,58,88,60.61
Luxury Goods,Jewelry Boxes,Cork,low,97,8,1,33.24
Luxury Goods,Jewelry Boxes,Hardwood,high,100,22,0,24.24
Luxury Goods,Jewelry Boxes,Aluminum,high,2,58,92,55.51
Luxury Goods,Jewelry Boxes,Lead-Free Glass (Crystal),high,0,50,93,50.95
Luxury Goods,Tie Clips,Porcelain (Fine),high,2,60,0,9.58
Luxury Goods,Tie Clips,Glass,high,2,23,94,43.73
Luxury Goods,Tie Clips,Recycled Aluminum,high,0,14,99,65.08
Luxury Goods,Tie Clips,Veneer Wood Wrap,medium,100,13,0,56.93
Luxury Goods,Tie Clips,Paperboard,medium,83,43,85,22.75
Luxury Goods,Tie Clips,Organic Cotton,medium,100,30,1,24.86
Luxury Goods,Tie Clips,Solid Bleached Sulfate (SBS),medium,79,53,82,44.45
Luxury Goods,Tie Clips,Cork,low,100,7,0,45.98
Luxury Goods,Tie Clips,Hardwood,high,100,22,0,23.4
Luxury Goods,Tie Clips,Aluminum,high,3,57,93,71.49
Luxury Goods,Tie Clips,Lead-Free Glass (Crystal),high,3,47,92,15.92
Luxury Goods,Belts,Porcelain (Fine),high,3,63,2,30.2
Luxury Goods,Belts,Glass,high,2,28,94,48.75
Luxury Goods,Belts,Recycled Aluminum,high,0,15,100,7.95
Luxury Goods,Belts,Veneer Wood Wrap,medium,98,9,0,42.79
Luxury Goods,Belts,Paperboard,medium,78,45,84,14.36
Luxury Goods,Belts,Organic Cotton,medium,100,32,2,3.59
Luxury Goods,Belts,Solid Bleached Sulfate (SBS),medium,77,55,82,40.84
Luxury Goods,Belts,Cork,low,100,7,0,25.82
Luxury Goods,Belts,Hardwood,high,99,27,0,26.63
Luxury Goods,Belts,Aluminum,high,6,60,89,73.24
Luxury Goods,Belts,Lead-Free Glass (Crystal),high,2,50,92,61.8
Garden Hardware,Shears,Reinforced Plywood Box,high,87,35,23,67.09
Garden Hardware,Shears,PP,medium,8,77,50,39.78
Garden Hardware,Shears,Recycled Aluminum,high,0,15,95,24.14
Garden Hardware,Shears,Chrome-Plated Steel,high,0,85,93,10.55
Garden Hardware,Shears,Hardwood,high,100,25,0,44.57
Garden Hardware,Shears,Corrugated Cardboard,high,83,37,87,64.49
Garden Hardware,Shears,Recycled Steel,high,0,22,95,13.87
Garden Hardware,Shears,HDPE,high,10,78,83,35.6
Garden Hardware,Shears,Steel / Tinplate,high,6,43,90,71.17
Garden Hardware,Shears,Anodized Aluminum,high,0,76,93,30.34
Garden Hardware,Shears,Silicone (Food Grade),high,0,64,1,72.22
Garden Hardware,Sprinklers,Reinforced Plywood Box,high,92,38,22,65.17
Garden Hardware,Sprinklers,PP,medium,11,83,53,19.3
Garden Hardware,Sprinklers,Recycled Aluminum,high,0,16,99,29.28
Garden Hardware,Sprinklers,Chrome-Plated Steel,high,0,82,90,65.58
Garden Hardware,Sprinklers,Hardwood,high,98,22,0,26.89
Garden Hardware,Sprinklers,Corrugated Cardboard,high,88,38,90,72.18
Garden Hardware,Sprinklers,Recycled Steel,high,0,17,97,39.44
Garden Hardware,Sprinklers,HDPE,high,10,78,87,46.34
Garden Hardware,Sprinklers,Steel / Tinplate,high,8,46,93,51.22
Garden Hardware,Sprinklers,Anodized Aluminum,high,0,75,92,33.35
Garden Hardware,Sprinklers,Silicone (Food Grade),high,0,68,0,57.37
Garden Hardware,Plant Pots,Reinforced Plywood Box,high,89,32,18,67.08
Garden Hardware,Plant Pots,PP,medium,7,78,50,21.88
Garden Hardware,Plant Pots,Recycled Aluminum,high,2,12,98,63.59
Garden Hardware,Plant Pots,Chrome-Plated Steel,high,0,84,91,29.49
Garden Hardware,Plant Pots,Hardwood,high,100,24,0,63.35
Garden Hardware,Plant Pots,Corrugated Cardboard,high,88,40,91,45.04
Garden Hardware,Plant Pots,Recycled Steel,high,0,20,98,40.46
Garden Hardware,Plant Pots,HDPE,high,8,81,83,62.46
Garden Hardware,Plant Pots,Steel / Tinplate,high,3,43,89,66.17
Garden Hardware,Plant Pots,Anodized Aluminum,high,0,76,94,10.53
Garden Hardware,Plant Pots,Silicone (Food Grade),high,0,67,0,31.07
Garden Hardware,Hoses,Reinforced Plywood Box,high,93,32,19,54.61
Garden Hardware,Hoses,PP,medium,7,80,53,1.15
Garden Hardware,Hoses,Recycled Aluminum,high,3,15,97,52.93
Garden Hardware,Hoses,Chrome-Plated Steel,high,0,88,93,44.87
Garden Hardware,Hoses,Hardwood,high,97,24,1,18.63
Garden Hardware,Hoses,Corrugated Cardboard,high,87,37,87,7.89
Garden Hardware,Hoses,Recycled Steel,high,0,22,92,63.52
Garden Hardware,Hoses,HDPE,high,10,82,85,5.22
Garden Hardware,Hoses,Steel / Tinplate,high,3,44,94,60.85
Garden Hardware,Hoses,Anodized Aluminum,high,1,76,95,2.53
Garden Hardware,Hoses,Silicone (Food Grade),high,3,65,2,27.87
Garden Hardware,Rakes,Reinforced Plywood Box,high,88,35,18,3.83
Garden Hardware,Rakes,PP,medium,7,83,52,7.31
Garden Hardware,Rakes,Recycled Aluminum,high,1,14,100,24.54
Garden Hardware,Rakes,Chrome-Plated Steel,high,0,82,88,41.67
Garden Hardware,Rakes,Hardwood,high,99,22,2,10.31
Garden Hardware,Rakes,Corrugated Cardboard,high,82,38,92,26.55
Garden Hardware,Rakes,Recycled Steel,high,0,20,95,0.94
Garden Hardware,Rakes,HDPE,high,8,82,83,17.41
Garden Hardware,Rakes,Steel / Tinplate,high,6,45,90,20.16
Garden Hardware,Rakes,Anodized Aluminum,high,0,76,95,54.88
Garden Hardware,Rakes,Silicone (Food Grade),high,0,68,0,47.59
Garden Hardware,Trowels,Reinforced Plywood Box,high,87,36,18,56.77
Garden Hardware,Trowels,PP,medium,9,78,47,64.26
Garden Hardware,Trowels,Recycled Aluminum,high,1,14,98,16.93
Garden Hardware,Trowels,Chrome-Plated Steel,high,1,86,92,45.89
Garden Hardware,Trowels,Hardwood,high,97,23,1,49.27
Garden Hardware,Trowels,Corrugated Cardboard,high,87,40,90,65.09
Garden Hardware,Trowels,Recycled Steel,high,0,21,92,19.69
Garden Hardware,Trowels,HDPE,high,8,78,83,54.37
Garden Hardware,Trowels,Steel / Tinplate,high,2,42,94,2.39
Garden Hardware,Trowels,Anodized Aluminum,high,1,77,94,25.5
Garden Hardware,Trowels,Silicone (Food Grade),high,0,67,1,30.65
Garden Hardware,Garden Gloves,Reinforced Plywood Box,high,91,32,19,19.61
Garden Hardware,Garden Gloves,PP,medium,7,77,51,26.58
Garden Hardware,Garden Gloves,Recycled Aluminum,high,0,13,97,74.97
Garden Hardware,Garden Gloves,Chrome-Plated Steel,high,2,86,91,0.26
Garden Hardware,Garden Gloves,Hardwood,high,99,27,2,50.13
Garden Hardware,Garden Gloves,Corrugated Cardboard,high,86,40,91,33.24
Garden Hardware,Garden Gloves,Recycled Steel,high,2,23,93,37.73
Garden Hardware,Garden Gloves,HDPE,high,9,77,84,27.12
Garden Hardware,Garden Gloves,Steel / Tinplate,high,7,43,90,16.58
Garden Hardware,Garden Gloves,Anodized Aluminum,high,0,74,96,64.72
Garden Hardware,Garden Gloves,Silicone (Food Grade),high,1,68,0,25.49
Garden Hardware,Lawn Mowers,Reinforced Plywood Box,high,91,34,17,13.09
Garden Hardware,Lawn Mowers,PP,medium,7,78,52,19.01
Garden Hardware,Lawn Mowers,Recycled Aluminum,high,0,17,99,7.36
Garden Hardware,Lawn Mowers,Chrome-Plated Steel,high,0,86,92,39.47
Garden Hardware,Lawn Mowers,Hardwood,high,99,23,3,73.98
Garden Hardware,Lawn Mowers,Corrugated Cardboard,high,83,43,90,12.53
Garden Hardware,Lawn Mowers,Recycled Steel,high,2,19,93,58.27
Garden Hardware,Lawn Mowers,HDPE,high,9,78,82,8.94
Garden Hardware,Lawn Mowers,Steel / Tinplate,high,7,46,94,71.17
Garden Hardware,Lawn Mowers,Anodized Aluminum,high,0,78,96,54.2
Garden Hardware,Lawn Mowers,Silicone (Food Grade),high,0,63,0,10.19
Garden Hardware,Edgers,Reinforced Plywood Box,high,89,35,20,9.73
Garden Hardware,Edgers,PP,medium,8,82,47,2.02
Garden Hardware,Edgers,Recycled Aluminum,high,0,16,95,8.07
Garden Hardware,Edgers,Chrome-Plated Steel,high,0,87,93,9.21
Garden Hardware,Edgers,Hardwood,high,99,26,1,41.22
Garden Hardware,Edgers,Corrugated Cardboard,high,87,37,93,42.56
Garden Hardware,Edgers,Recycled Steel,high,2,21,98,35.7
Garden Hardware,Edgers,HDPE,high,8,77,83,39.25
Garden Hardware,Edgers,Steel / Tinplate,high,6,47,94,64.16
Garden Hardware,Edgers,Anodized Aluminum,high,3,78,93,50.66
Garden Hardware,Edgers,Silicone (Food Grade),high,3,67,3,37.62
Garden Hardware,Leaf Blowers,Reinforced Plywood Box,high,87,37,21,7.93
Garden Hardware,Leaf Blowers,PP,medium,11,81,49,7.94
Garden Hardware,Leaf Blowers,Recycled Aluminum,high,2,15,100,41.8
Garden Hardware,Leaf Blowers,Chrome-Plated Steel,high,2,83,87,8.79
Garden Hardware,Leaf Blowers,Hardwood,high,97,23,0,61.28
Garden Hardware,Leaf Blowers,Corrugated Cardboard,high,83,39,88,56.54
Garden Hardware,Leaf Blowers,Recycled Steel,high,2,18,93,54.55
Garden Hardware,Leaf Blowers,HDPE,high,13,77,88,21.14
Garden Hardware,Leaf Blowers,Steel / Tinplate,high,3,46,93,18.65
Garden Hardware,Leaf Blowers,Anodized Aluminum,high,1,75,94,7.61
Garden Hardware,Leaf Blowers,Silicone (Food Grade),high,0,66,0,32.74
Office Furniture,Desk Chairs,Bio-Polycarbonate,high,0,55,32,45.06
Office Furniture,Desk Chairs,Reinforced Plywood Box,high,89,35,19,4.26
Office Furniture,Desk Chairs,PP,medium,10,77,48,54.9
Office Furniture,Desk Chairs,Plywood,high,68,51,1,6.98
Office Furniture,Desk Chairs,Linseed Fiber Board,high,100,9,2,36.17
Office Furniture,Desk Chairs,Hardwood,high,100,22,0,5.06
Office Furniture,Desk Chairs,Corrugated Cardboard,high,83,39,93,23.5
Office Furniture,Desk Chairs,Recycled Steel,high,3,17,93,59.26
Office Furniture,Desk Chairs,Steel / Tinplate,high,5,45,94,22.57
Office Furniture,Desk Chairs,ABS Plastic,high,0,94,18,31.15
Office Furniture,Desk Chairs,Bio-PE(Green Plastic),high,3,89,91,13.58
Office Furniture,Shelves,Bio-Polycarbonate,high,1,57,30,15.26
Office Furniture,Shelves,Reinforced Plywood Box,high,93,37,18,46.54
Office Furniture,Shelves,PP,medium,10,78,48,37.19
Office Furniture,Shelves,Plywood,high,68,50,2,34.94
Office Furniture,Shelves,Linseed Fiber Board,high,98,12,2,24.43
Office Furniture,Shelves,Hardwood,high,100,26,0,16.19
Office Furniture,Shelves,Corrugated Cardboard,high,84,43,88,60.4
Office Furniture,Shelves,Recycled Steel,high,0,19,95,64.79
Office Furniture,Shelves,Steel / Tinplate,high,8,44,91,31.62
Office Furniture,Shelves,ABS Plastic,high,1,97,13,67.84
Office Furniture,Shelves,Bio-PE(Green Plastic),high,2,86,92,1.62
Office Furniture,Filing Trays,Bio-Polycarbonate,high,0,56,32,24.35
Office Furniture,Filing Trays,Reinforced Plywood Box,high,93,33,19,25.53
Office Furniture,Filing Trays,PP,medium,9,79,48,26.44
Office Furniture,Filing Trays,Plywood,high,68,53,0,74.98
Office Furniture,Filing Trays,Linseed Fiber Board,high,100,12,0,41.06
Office Furniture,Filing Trays,Hardwood,high,100,25,0,65.63
Office Furniture,Filing Trays,Corrugated Cardboard,high,85,37,89,12.28
Office Furniture,Filing Trays,Recycled Steel,high,0,22,93,63.99
Office Furniture,Filing Trays,Steel / Tinplate,high,3,46,91,55.84
Office Furniture,Filing Trays,ABS Plastic,high,0,97,14,66.87
Office Furniture,Filing Trays,Bio-PE(Green Plastic),high,0,86,94,7.03
Office Furniture,Lamps,Bio-Polycarbonate,high,0,53,32,29.36
Office Furniture,Lamps,Reinforced Plywood Box,high,92,34,19,11.99
Office Furniture,Lamps,PP,medium,10,78,48,70.32
Office Furniture,Lamps,Plywood,high,70,50,0,52.85
Office Furniture,Lamps,Linseed Fiber Board,high,100,12,2,44.46
Office Furniture,Lamps,Hardwood,high,100,26,0,22.56
Office Furniture,Lamps,Corrugated Cardboard,high,85,43,89,42.9
Office Furniture,Lamps,Recycled Steel,high,0,21,97,49.57
Office Furniture,Lamps,Steel / Tinplate,high,4,42,95,36.07
Office Furniture,Lamps,ABS Plastic,high,0,97,18,56.5
Office Furniture,Lamps,Bio-PE(Green Plastic),high,3,87,95,42.35
Office Furniture,Desks,Bio-Polycarbonate,high,0,52,30,41.03
Office Furniture,Desks,Reinforced Plywood Box,high,89,38,23,4.02
Office Furniture,Desks,PP,medium,13,78,49,65.24
Office Furniture,Desks,Plywood,high,72,49,0,26.84
Office Furniture,Desks,Linseed Fiber Board,high,100,8,1,65.8
Office Furniture,Desks,Hardwood,high,97,28,3,65.64
Office Furniture,Desks,Corrugated Cardboard,high,88,42,90,14.59
Office Furniture,Desks,Recycled Steel,high,0,21,98,67.17
Office Furniture,Desks,Steel / Tinplate,high,8,48,92,68.02
Office Furniture,Desks,ABS Plastic,high,0,93,16,2.64
Office Furniture,Desks,Bio-PE(Green Plastic),high,2,85,95,35.24
Office Furniture,Monitor Arms,Bio-Polycarbonate,high,2,58,29,36.75
Office Furniture,Monitor Arms,Reinforced Plywood Box,high,87,38,19,31.24
Office Furniture,Monitor Arms,PP,medium,10,80,52,7.15
Office Furniture,Monitor Arms,Plywood,high,72,52,2,19.17
Office Furniture,Monitor Arms,Linseed Fiber Board,high,100,10,0,72.64
Office Furniture,Monitor Arms,Hardwood,high,98,25,3,9.26
Office Furniture,Monitor Arms,Corrugated Cardboard,high,82,38,93,53.51
Office Furniture,Monitor Arms,Recycled Steel,high,0,21,92,57.98
Office Furniture,Monitor Arms,Steel / Tinplate,high,2,43,93,10.09
Office Furniture,Monitor Arms,ABS Plastic,high,0,95,13,10
Office Furniture,Monitor Arms,Bio-PE(Green Plastic),high,0,86,94,44.99
Office Furniture,Rugs,Bio-Polycarbonate,high,3,56,28,53.85
Office Furniture,Rugs,Reinforced Plywood Box,high,93,38,17,20.47
Office Furniture,Rugs,PP,medium,11,82,53,2.6
Office Furniture,Rugs,Plywood,high,68,48,0,6.23
Office Furniture,Rugs,Linseed Fiber Board,high,100,12,0,39.97
Office Furniture,Rugs,Hardwood,high,100,25,0,27.68
Office Furniture,Rugs,Corrugated Cardboard,high,83,38,92,59.65
Office Furniture,Rugs,Recycled Steel,high,0,20,94,20.61
Office Furniture,Rugs,Steel / Tinplate,high,7,46,91,4.68
Office Furniture,Rugs,ABS Plastic,high,0,95,18,28.68
Office Furniture,Rugs,Bio-PE(Green Plastic),high,0,89,95,33.05
Office Furniture,Whiteboards,Bio-Polycarbonate,high,1,54,28,7.98
Office Furniture,Whiteboards,Reinforced Plywood Box,high,93,32,21,55.65
Office Furniture,Whiteboards,PP,medium,10,81,52,24.99
Office Furniture,Whiteboards,Plywood,high,69,53,0,71.85
Office Furniture,Whiteboards,Linseed Fiber Board,high,100,11,2,4.57
Office Furniture,Whiteboards,Hardwood,high,100,27,0,3.55
Office Furniture,Whiteboards,Corrugated Cardboard,high,88,37,93,55.09
Office Furniture,Whiteboards,Recycled Steel,high,3,21,94,47.59
Office Furniture,Whiteboards,Steel / Tinplate,high,5,43,90,49.22
Office Furniture,Whiteboards,ABS Plastic,high,0,92,12,2.38
Office Furniture,Whiteboards,Bio-PE(Green Plastic),high,3,88,89,13.02
Office Furniture,Storage Bins,Bio-Polycarbonate,high,0,52,31,33
Office Furniture,Storage Bins,Reinforced Plywood Box,high,90,36,23,27.68
Office Furniture,Storage Bins,PP,medium,11,80,49,1.46
Office Furniture,Storage Bins,Plywood,high,72,51,2,48.3
Office Furniture,Storage Bins,Linseed Fiber Board,high,100,8,2,63.86
Office Furniture,Storage Bins,Hardwood,high,100,23,0,24.37
Office Furniture,Storage Bins,Corrugated Cardboard,high,87,42,92,28.74
Office Furniture,Storage Bins,Recycled Steel,high,1,18,93,67.51
Office Furniture,Storage Bins,Steel / Tinplate,high,3,48,90,9.2
Office Furniture,Storage Bins,ABS Plastic,high,0,91,17,57.88
Office Furniture,Storage Bins,Bio-PE(Green Plastic),high,3,91,89,35.25
Office Furniture,Pedestals,Bio-Polycarbonate,high,0,54,32,58.68
